dim_0,dim_1,dim_2
2.2168146928203836,-6.283185307179586,0.683269821002143
2.2668146928203825,-6.283185307179586,0.6867270713928535
2.316814692820383,-6.283185307179586,0.68701131588514
2.366814692820384,-6.283185307179586,0.6840711512501269
2.416814692820383,-6.283185307179586,0.6778754491813368
2.466814692820382,-6.283185307179586,0.6684141199514366
2.5168146928203825,-6.283185307179586,0.6556984045353409
2.566814692820383,-6.283185307179586,0.6397612787874775
2.616814692820382,-6.283185307179586,0.6206575600177469
2.666814692820381,-6.283185307179586,0.5984637448097734
2.716814692820382,-6.283185307179586,0.5732782179877909
2.7668146928203825,-6.283185307179586,0.5452202066118701
2.8168146928203814,-6.283185307179586,0.5144295982057921
2.8668146928203804,-6.283185307179586,0.4810660731688736
2.916814692820381,-6.283185307179586,0.44530798549346634
2.966814692820382,-6.283185307179586,0.40735194429035354
3.0168146928203807,-6.283185307179586,0.3674105156134659
3.0668146928203797,-6.283185307179586,0.32571146752327984
3.1168146928203804,-6.283185307179586,0.2824960359311891
3.166814692820381,-6.283185307179586,0.23801700974737447
3.21681469282038,-6.283185307179586,0.1925377674005463
3.266814692820379,-6.283185307179586,0.1463290805937191
3.3168146928203797,-6.283185307179586,0.09966794794468849
3.3668146928203804,-6.283185307179586,0.05283530359856012
3.4168146928203793,-6.283185307179586,0.006113658302663128
3.4668146928203782,-6.283185307179586,-0.040214183449994945
3.516814692820379,-6.283185307179586,-0.08586865421005438
3.5668146928203797,-6.283185307179586,-0.13057472188801347
3.6168146928203786,-6.283185307179586,-0.17406428503905208
3.6668146928203775,-6.283185307179586,-0.21607850263632156
3.7168146928203782,-6.283185307179586,-0.25636907531893355
3.766814692820379,-6.283185307179586,-0.2947014486422507
3.816814692820378,-6.283185307179586,-0.3308559082515939
3.866814692820377,-6.283185307179586,-0.3646295769529072
3.9168146928203775,-6.283185307179586,-0.39583822150093056
3.9668146928203782,-6.283185307179586,-0.4243171895239861
4.016814692820377,-6.283185307179586,-0.44992366470162204
4.066814692820376,-6.283185307179586,-0.47253734778239
4.116814692820377,-6.283185307179586,-0.49206111395212565
4.1668146928203775,-6.283185307179586,-0.5084228992001764
4.2168146928203765,-6.283185307179586,-0.5215749507718721
4.266814692820375,-6.283185307179586,-0.5314954712739509
4.316814692820376,-6.283185307179586,-0.5381878477642228
4.366814692820377,-6.283185307179586,-0.5416811312553023
4.416814692820376,-6.283185307179586,-0.5420297441328059
4.466814692820375,-6.283185307179586,-0.5393128484181846
4.516814692820375,-6.283185307179586,-0.5336336872112861
4.566814692820376,-6.283185307179586,-0.5251187932811459
4.616814692820375,-6.283185307179586,-0.5139169283797023
4.666814692820374,-6.283185307179586,-0.5001973408988819
4.716814692820375,-6.283185307179586,-0.48414908666311607
4.766814692820375,-6.283185307179586,-0.4659783309111876
4.816814692820374,-6.283185307179586,-0.4459075442487055
4.866814692820373,-6.283185307179586,-0.42417316076616346
4.916814692820374,-6.283185307179586,-0.4010227828704422
4.966814692820375,-6.283185307179586,-0.3767144631347472
5.016814692820374,-6.283185307179586,-0.3515126568887597
5.066814692820373,-6.283185307179586,-0.3256874532336711
5.116814692820373,-6.283185307179586,-0.2995114928873547
5.166814692820374,-6.283185307179586,-0.2732567505493282
5.216814692820373,-6.283185307179586,-0.2471938345471155
5.266814692820372,-6.283185307179586,-0.22158756208389713
5.316814692820373,-6.283185307179586,-0.19669630612770267
5.366814692820373,-6.283185307179586,-0.17276888137163177
5.416814692820372,-6.283185307179586,-0.15004163259480247
5.466814692820371,-6.283185307179586,-0.12873784614054956
5.516814692820372,-6.283185307179586,-0.10906398994579625
5.566814692820373,-6.283185307179586,-0.0912092724630186
5.6168146928203715,-6.283185307179586,-0.07534321658812915
5.66681469282037,-6.283185307179586,-0.06161371873595328
5.716814692820371,-6.283185307179586,-0.05014668103757014
5.766814692820372,-6.283185307179586,-0.041043795533061395
5.816814692820371,-6.283185307179586,-0.03438240246285312
5.86681469282037,-6.283185307179586,-0.03021432052114556
5.91681469282037,-6.283185307179586,-0.028565325646283113
5.966814692820371,-6.283185307179586,-0.029435099505674134
6.01681469282037,-6.283185307179586,-0.032797073211246336
6.066814692820369,-6.283185307179586,-0.03859863930518764
6.11681469282037,-6.283185307179586,-0.046761522593601
6.16681469282037,-6.283185307179586,-0.05718280513534957
6.216814692820369,-6.283185307179586,-0.06973524666797154
6.266814692820368,-6.283185307179586,-0.08426921624077666
-6.283185307179586,-6.233185307179586,0.20377615181513903
-6.233185307179586,-6.233185307179586,0.2243523737853659
-6.183185307179587,-6.233185307179586,0.24287816611213317
-6.133185307179587,-6.233185307179586,0.25926047367835403
-6.083185307179587,-6.233185307179586,0.27342325782123683
-6.033185307179587,-6.233185307179586,0.2853067447056083
-5.983185307179587,-6.233185307179586,0.2948686426451881
-5.9331853071795875,-6.233185307179586,0.3020832864945805
-5.883185307179588,-6.233185307179586,0.306941925102048
-5.833185307179588,-6.233185307179586,0.30945246658507786
-5.783185307179588,-6.233185307179586,0.30963878202272294
-5.733185307179588,-6.233185307179586,0.30754034295091437
-5.683185307179588,-6.233185307179586,0.3032114790015953
-5.6331853071795885,-6.233185307179586,0.29672069340729057
-5.583185307179589,-6.233185307179586,0.28814949542808
-5.533185307179589,-6.233185307179586,0.27759190598200323
-5.483185307179589,-6.233185307179586,0.2651527517856934
-5.433185307179589,-6.233185307179586,0.250947198840136
-5.383185307179589,-6.233185307179586,0.23509934651094977
-5.33318530717959,-6.233185307179586,0.21774047537433738
-5.28318530717959,-6.233185307179586,0.19900888650820908
-5.23318530717959,-6.233185307179586,0.17904731039588384
-5.18318530717959,-6.233185307179586,0.1580028449755011
-5.13318530717959,-6.233185307179586,0.13602519237968025
-5.0831853071795905,-6.233185307179586,0.1132647271332321
-5.033185307179591,-6.233185307179586,0.08987275333920886
-4.983185307179591,-6.233185307179586,0.06599858579792123
-4.933185307179591,-6.233185307179586,0.04178995592566137
-4.883185307179591,-6.233185307179586,0.017391275020532948
-4.833185307179591,-6.233185307179586,-0.007058093427879941
-4.783185307179592,-6.233185307179586,-0.0314231451835153
-4.733185307179592,-6.233185307179586,-0.05557595500569035
-4.683185307179592,-6.233185307179586,-0.07939482275636689
-4.633185307179592,-6.233185307179586,-0.10276566805201981
-4.583185307179592,-6.233185307179586,-0.12558327368361477
-4.5331853071795924,-6.233185307179586,-0.1477502310676288
-4.483185307179593,-6.233185307179586,-0.16917907092357315
-4.433185307179593,-6.233185307179586,-0.18979106412847668
-4.383185307179593,-6.233185307179586,-0.20951708883221998
-4.333185307179593,-6.233185307179586,-0.2282982618006854
-4.283185307179593,-6.233185307179586,-0.24608465258088275
-4.2331853071795935,-6.233185307179586,-0.26283663279873504
-4.183185307179594,-6.233185307179586,-0.2785234984965383
-4.133185307179594,-6.233185307179586,-0.29312377734645256
-4.083185307179594,-6.233185307179586,-0.3066252789629914
-4.033185307179594,-6.233185307179586,-0.31902375637593944
-3.9831853071795944,-6.233185307179586,-0.33032348486186536
-3.9331853071795946,-6.233185307179586,-0.3405358571312472
-3.8831853071795948,-6.233185307179586,-0.3496794644028806
-3.833185307179595,-6.233185307179586,-0.35777926114781816
-3.783185307179595,-6.233185307179586,-0.36486585316919157
-3.7331853071795953,-6.233185307179586,-0.37097508834450055
-3.6831853071795955,-6.233185307179586,-0.37614724281142825
-3.6331853071795956,-6.233185307179586,-0.38042640179203857
-3.583185307179596,-6.233185307179586,-0.38385981572571404
-3.533185307179596,-6.233185307179586,-0.38649718994048854
-3.483185307179596,-6.233185307179586,-0.3883901500051963
-3.4331853071795964,-6.233185307179586,-0.3895915629124657
-3.3831853071795965,-6.233185307179586,-0.390154974833744
-3.3331853071795967,-6.233185307179586,-0.39013406351446006
-3.283185307179597,-6.233185307179586,-0.3895821344815418
-3.233185307179597,-6.233185307179586,-0.3885516563195219
-3.1831853071795972,-6.233185307179586,-0.3870938414907717
-3.1331853071795974,-6.233185307179586,-0.38525827978191685
-3.0831853071795976,-6.233185307179586,-0.3830926106222402
-3.033185307179598,-6.233185307179586,-0.3806423016306549
-2.983185307179598,-6.233185307179586,-0.37795037460434805
-2.933185307179598,-6.233185307179586,-0.3750572860378041
-2.8831853071795983,-6.233185307179586,-0.37200080921829554
-2.8331853071795985,-6.233185307179586,-0.3688159598093997
-2.7831853071795987,-6.233185307179586,-0.36553504515744306
-2.733185307179599,-6.233185307179586,-0.36218760473600115
-2.683185307179599,-6.233185307179586,-0.3588005425323312
-2.633185307179599,-6.233185307179586,-0.3553982203950859
-2.5831853071795994,-6.233185307179586,-0.3520025818366791
-2.5331853071795996,-6.233185307179586,-0.34863338356390977
-2.4831853071795997,-6.233185307179586,-0.34530828669182784
-2.4331853071796,-6.233185307179586,-0.342043126556717
-2.3831853071796,-6.233185307179586,-0.3388521123428043
-2.3331853071796003,-6.233185307179586,-0.33574803383096835
-2.2831853071796004,-6.233185307179586,-0.33274254155394345
-2.2331853071796006,-6.233185307179586,-0.3298462739809184
-2.183185307179601,-6.233185307179586,-0.32706912287596795
-2.133185307179601,-6.233185307179586,-0.32442040869500305
-2.083185307179601,-6.233185307179586,-0.3219090396026695
-2.0331853071796013,-6.233185307179586,-0.3195437055063516
-1.9831853071796015,-6.233185307179586,-0.3173329254193849
-1.9331853071796017,-6.233185307179586,-0.31528518471384215
-1.8831853071796019,-6.233185307179586,-0.31340897401602935
-1.833185307179602,-6.233185307179586,-0.31171282702817976
-1.7831853071796022,-6.233185307179586,-0.31020527754350746
-1.7331853071796024,-6.233185307179586,-0.308894821664842
-1.6831853071796026,-6.233185307179586,-0.3077898348315812
-1.6331853071796028,-6.233185307179586,-0.3068984244441607
-1.583185307179603,-6.233185307179586,-0.306228289059472
-1.533185307179603,-6.233185307179586,-0.30578650741934577
-1.4831853071796033,-6.233185307179586,-0.3055793220555688
-1.4331853071796035,-6.233185307179586,-0.3056118859744153
-1.3831853071796036,-6.233185307179586,-0.30588798496743075
-1.3331853071796038,-6.233185307179586,-0.3064097423250158
-1.283185307179604,-6.233185307179586,-0.3071773132243173
-1.2331853071796042,-6.233185307179586,-0.30818856766472574
-1.1831853071796044,-6.233185307179586,-0.30943875949549027
-1.1331853071796045,-6.233185307179586,-0.31092022602065983
-1.0831853071796047,-6.233185307179586,-0.3126220539998309
-1.0331853071796049,-6.233185307179586,-0.3145298073219843
-0.9831853071796051,-6.233185307179586,-0.3166252436327772
-0.9331853071796052,-6.233185307179586,-0.3188860517537861
-0.8831853071796054,-6.233185307179586,-0.32128565531796605
-0.8331853071796056,-6.233185307179586,-0.3237930354705888
-0.7831853071796058,-6.233185307179586,-0.32637258295780514
-0.733185307179606,-6.233185307179586,-0.3289840252691444
-0.6831853071796061,-6.233185307179586,-0.33158239314908927
-0.6331853071796063,-6.233185307179586,-0.33411804441811166
-0.5831853071796065,-6.233185307179586,-0.3365367636938752
-0.5331853071796067,-6.233185307179586,-0.3387798955017778
-0.48318530717960684,-6.233185307179586,-0.3407845724257819
-0.433185307179607,-6.233185307179586,-0.34248400064636514
-0.3831853071796072,-6.233185307179586,-0.34380780406581274
-0.33318530717960737,-6.233185307179586,-0.3446824472659898
-0.28318530717960755,-6.233185307179586,-0.34503172019748096
-0.23318530717960773,-6.233185307179586,-0.3447772829617509
-0.1831853071796079,-6.233185307179586,-0.343839276633375
-0.13318530717960808,-6.233185307179586,-0.34213698771455636
-0.08318530717960826,-6.233185307179586,-0.33958956548348856
-0.033185307179608436,-6.233185307179586,-0.33611678771293313
0.016814692820391386,-6.233185307179586,-0.3316398642373985
0.06681469282039121,-6.233185307179586,-0.32608227577601523
0.11681469282039103,-6.233185307179586,-0.31937063788236925
0.16681469282039085,-6.233185307179586,-0.31143558536212235
0.21681469282039068,-6.233185307179586,-0.3022126633439187
0.2668146928203905,-6.233185307179586,-0.29164321873156657
0.3168146928203903,-6.233185307179586,-0.2796752691866663
0.36681469282039014,-6.233185307179586,-0.2662643944283641
0.41681469282038996,-6.233185307179586,-0.2513745578796897
0.4668146928203898,-6.233185307179586,-0.2349788715302477
0.5168146928203896,-6.233185307179586,-0.21706039595194418
0.5668146928203894,-6.233185307179586,-0.1976127943251823
0.6168146928203893,-6.233185307179586,-0.1766409879134514
0.6668146928203891,-6.233185307179586,-0.15416159897267478
0.7168146928203889,-6.233185307179586,-0.13020356071150524
0.7668146928203887,-6.233185307179586,-0.10480838640377915
0.8168146928203885,-6.233185307179586,-0.07803046107406919
0.8668146928203884,-6.233185307179586,-0.049937237310703333
0.9168146928203882,-6.233185307179586,-0.020609149842676363
0.966814692820388,-6.233185307179586,0.009860249141367
1.0168146928203878,-6.233185307179586,0.041364607563973935
1.0668146928203877,-6.233185307179586,0.07378500831385945
1.1168146928203875,-6.233185307179586,0.10699059450229444
1.1668146928203873,-6.233185307179586,0.14083868971277536
1.2168146928203871,-6.233185307179586,0.17517598443276045
1.266814692820387,-6.233185307179586,0.20983909687005722
1.3168146928203868,-6.233185307179586,0.2446552283754655
1.3668146928203866,-6.233185307179586,0.2794437618111965
1.4168146928203864,-6.233185307179586,0.31401672308130935
1.4668146928203862,-6.233185307179586,0.3481805825319691
1.516814692820386,-6.233185307179586,0.38173731124662946
1.5668146928203859,-6.233185307179586,0.4144855342585487
1.6168146928203857,-6.233185307179586,0.4462225432667896
1.6668146928203855,-6.233185307179586,0.47674518940629007
1.7168146928203853,-6.233185307179586,0.5058519791934282
1.766814692820386,-6.233185307179586,0.5333444251258654
1.816814692820385,-6.233185307179586,0.5590284758609984
1.866814692820384,-6.233185307179586,0.5827165806367589
1.9168146928203846,-6.233185307179586,0.6042288084702054
1.9668146928203853,-6.233185307179586,0.6233948381161609
2.0168146928203843,-6.233185307179586,0.6400553076428976
2.066814692820383,-6.233185307179586,0.6540632111617607
2.116814692820384,-6.233185307179586,0.6652855606079617
2.1668146928203846,-6.233185307179586,0.6736045940212451
2.2168146928203836,-6.233185307179586,0.678918918892075
2.2668146928203825,-6.233185307179586,0.6811448877493494
2.316814692820383,-6.233185307179586,0.6802174410255908
2.366814692820384,-6.233185307179586,0.6760910374886654
2.416814692820383,-6.233185307179586,0.6687403526043304
2.466814692820382,-6.233185307179586,0.6581610233767712
2.5168146928203825,-6.233185307179586,0.644369867305657
2.566814692820383,-6.233185307179586,0.6274052696415345
2.616814692820382,-6.233185307179586,0.6073272465103466
2.666814692820381,-6.233185307179586,0.5842172422191126
2.716814692820382,-6.233185307179586,0.5581783210012145
2.7668146928203825,-6.233185307179586,0.5293340624875821
2.8168146928203814,-6.233185307179586,0.49782836783561424
2.8668146928203804,-6.233185307179586,0.46382456038751474
2.916814692820381,-6.233185307179586,0.4275042395022791
2.966814692820382,-6.233185307179586,0.389066851071637
3.0168146928203807,-6.233185307179586,0.34872735507017877
3.0668146928203797,-6.233185307179586,0.3067154668879221
3.1168146928203804,-6.233185307179586,0.26327390888908264
3.166814692820381,-6.233185307179586,0.21865648719475517
3.21681469282038,-6.233185307179586,0.17312712605096203
3.266814692820379,-6.233185307179586,0.12695666680503032
3.3168146928203797,-6.233185307179586,0.08042170733076416
3.3668146928203804,-6.233185307179586,0.03380231598364683
3.4168146928203793,-6.233185307179586,-0.012620316071206946
3.4668146928203782,-6.233185307179586,-0.05856515089782813
3.516814692820379,-6.233185307179586,-0.10375480990444241
3.5668146928203797,-6.233185307179586,-0.14791685834063578
3.6168146928203786,-6.233185307179586,-0.19078617740661702
3.6668146928203775,-6.233185307179586,-0.2321072659754857
3.7168146928203782,-6.233185307179586,-0.27163550843723344
3.766814692820379,-6.233185307179586,-0.3091403289641433
3.816814692820378,-6.233185307179586,-0.34440626855834444
3.866814692820377,-6.233185307179586,-0.37723494635533594
3.9168146928203775,-6.233185307179586,-0.40744682758276307
3.9668146928203782,-6.233185307179586,-0.43488214475527104
4.016814692820377,-6.233185307179586,-0.45940308857636514
4.066814692820376,-6.233185307179586,-0.480894466167763
4.116814692820377,-6.233185307179586,-0.4992643446903422
4.1668146928203775,-6.233185307179586,-0.5144458416316
4.2168146928203765,-6.233185307179586,-0.5263964223768836
4.266814692820375,-6.233185307179586,-0.5350994196648673
4.316814692820376,-6.233185307179586,-0.5405633085822263
4.366814692820377,-6.233185307179586,-0.5428221197067555
4.416814692820376,-6.233185307179586,-0.541935079852587
4.466814692820375,-6.233185307179586,-0.5379860336892657
4.516814692820375,-6.233185307179586,-0.531082664080153
4.566814692820376,-6.233185307179586,-0.521355758182979
4.616814692820375,-6.233185307179586,-0.5089580885840956
4.666814692820374,-6.233185307179586,-0.4940626174131333
4.716814692820375,-6.233185307179586,-0.476861879315991
4.766814692820375,-6.233185307179586,-0.4575651794966824
4.816814692820374,-6.233185307179586,-0.4363978556283894
4.866814692820373,-6.233185307179586,-0.41359889313056536
4.916814692820374,-6.233185307179586,-0.3894180951237524
4.966814692820375,-6.233185307179586,-0.3641154317845078
5.016814692820374,-6.233185307179586,-0.3379569145548205
5.066814692820373,-6.233185307179586,-0.31121389737611865
5.116814692820373,-6.233185307179586,-0.28415997017044203
5.166814692820374,-6.233185307179586,-0.25706772615603857
5.216814692820373,-6.233185307179586,-0.2302081300731858
5.266814692820372,-6.233185307179586,-0.20384604285616736
5.316814692820373,-6.233185307179586,-0.1782396381856041
5.366814692820373,-6.233185307179586,-0.15363728144287042
5.416814692820372,-6.233185307179586,-0.13027461984761396
5.466814692820371,-6.233185307179586,-0.1083740589981711
5.516814692820372,-6.233185307179586,-0.0881409766917487
5.566814692820373,-6.233185307179586,-0.0697633460430665
5.6168146928203715,-6.233185307179586,-0.05340931509948124
5.66681469282037,-6.233185307179586,-0.039225278459815355
5.716814692820371,-6.233185307179586,-0.027335566580642012
5.766814692820372,-6.233185307179586,-0.017840220665388234
5.816814692820371,-6.233185307179586,-0.010814905250895124
5.86681469282037,-6.233185307179586,-0.006309750080375626
5.91681469282037,-6.233185307179586,-0.004348844793076345
5.966814692820371,-6.233185307179586,-0.004930232784638611
6.01681469282037,-6.233185307179586,-0.008025753450440765
6.066814692820369,-6.233185307179586,-0.013581295110216884
6.11681469282037,-6.233185307179586,-0.02151717636210365
6.16681469282037,-6.233185307179586,-0.031729183456981225
6.216814692820369,-6.233185307179586,-0.04408892165453787
6.266814692820368,-6.233185307179586,-0.058445745091716184
-6.283185307179586,-6.183185307179587,0.198267844425576
-6.233185307179586,-6.183185307179587,0.21801310460101214
